Stream name,Units type,Data interval (seconds),Value interpolation,External data source,External update disabled,Latest update,Latest data,Records,External units,Lookup name,Value offset,Value factor,Time offset (seconds),Min. threshold,Max. threshold,Table,Data column,Time column,User field 1,User value 1,User field 2,User value 2,User field 3,User value 3,Tag name,Description
moata.38MANA.33835.Preliminary Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:25:18 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,33835,,,,,,38MANA
moata.38MANA.33836.Preliminary Sewer Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,33836,,,,,,38MANA
moata.38MANA.33837.PDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33837,,,,,,38MANA
moata.38MANA.33838.SDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33838,,,,,,38MANA
moata.38MANA.33839.UpDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33839,,,,,,38MANA
moata.38MANA.33840.RAWVEL,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,33840,,,,,,38MANA
moata.38MANA.35190.Velocity (Unfiltered),V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,35190,,,,,,38MANA
moata.38MANA.35191.Sewer Flow (Continuity),Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:25:25 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,35191,,,,,,38MANA
moata.38MANA.84396.LRDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,84396,,,,,,38MANA
moata.42 Silverstream Road at WWH_RG10.215660.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215660,,,,,,42 Silverstream Road at WWH_RG10
moata.47 Constable St.48988.Ultrasonic,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,48988,,,,,,47 Constable St
moata.47 Constable St.48990.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,48990,,,,,,47 Constable St
moata.47 Constable St.56193.Depth Rec,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,56193,,,,,,47 Constable St
moata.47 Constable St.689356.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:25:32 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689356,,,,,,47 Constable St
moata.47 Constable St.689357.Sewer Overflow Discharge,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:25:34 pm,18/02/2024 10:55:00 am,11392,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689357,,,,,,47 Constable St
moata.47DIMOCK.808877.Raw - Unidepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808877,,,,,,47DIMOCK
moata.47DIMOCK.808878.Raw - Sdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808878,,,,,,47DIMOCK
moata.47DIMOCK.808879.Raw - Peakvel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,808879,,,,,,47DIMOCK
moata.47DIMOCK.808880.Raw - Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808880,,,,,,47DIMOCK
moata.47DIMOCK.808881.Raw - LRDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808881,,,,,,47DIMOCK
moata.47DIMOCK.809074.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809074,,,,,,47DIMOCK
moata.47DIMOCK.809118.Final - Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:25:40 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,809118,,,,,,47DIMOCK
moata.47DIMOCK.809119.Final - Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809119,,,,,,47DIMOCK
moata.5 Elphinstone.33991.Pressure,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33991,,,,,,5 Elphinstone
moata.5 Elphinstone.34013.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,34013,,,,,,5 Elphinstone
moata.5 Elphinstone.689505.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:25:47 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689505,,,,,,5 Elphinstone
moata.5 Elphinstone.689506.Sewer Overflow Discharge,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:25:49 pm,18/02/2024 10:55:00 am,13956,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689506,,,,,,5 Elphinstone
moata.5 Kipling Street at WWH_RG16.215666.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215666,,,,,,5 Kipling Street at WWH_RG16
moata.5 St Lucia Place at RG2.215606.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215606,,,,,,5 St Lucia Place at RG2
moata.5 Waru Street at WWH_RG12.215662.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215662,,,,,,5 Waru Street at WWH_RG12
moata.51 Victory Crescent at RG4.215607.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215607,,,,,,51 Victory Crescent at RG4
moata.53 Mersey.167215.Ultrasonic,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,167215,,,,,,53 Mersey
moata.53 Mersey.167217.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,167217,,,,,,53 Mersey
moata.53 Mersey.689502.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:25:55 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689502,,,,,,53 Mersey
moata.53 Mersey.689503.Sewer Overflow Discharge,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:26:01 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689503,,,,,,53 Mersey
moata.6 Mairangi Road at WWH_RG09.215659.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215659,,,,,,6 Mairangi Road at WWH_RG09
moata.60 Kent.167812.Ultrasonic,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,167812,,,,,,60 Kent
moata.60 Kent.167814.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,167814,,,,,,60 Kent
moata.60 Kent.689499.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:26:07 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689499,,,,,,60 Kent
moata.60 Kent.689500.Sewer Overflow Discharge,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:26:10 pm,18/02/2024 10:55:00 am,13955,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689500,,,,,,60 Kent
moata.62 South Karori.33995.Ultrasonic,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33995,,,,,,62 South Karori
moata.62 South Karori.33997.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33997,,,,,,62 South Karori
moata.62 South Karori.56501.Pressure,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,56501,,,,,,62 South Karori
moata.62 South Karori.689511.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:26:16 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689511,,,,,,62 South Karori
moata.62 South Karori.689512.Sewer Overflow Discharge,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:26:18 pm,18/02/2024 10:55:00 am,13955,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689512,,,,,,62 South Karori
moata.62CHAFFEY.808847.Raw - Unidepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808847,,,,,,62CHAFFEY
moata.62CHAFFEY.808848.Raw - Sdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808848,,,,,,62CHAFFEY
moata.62CHAFFEY.808849.Raw - Peakvel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,808849,,,,,,62CHAFFEY
moata.62CHAFFEY.808850.Raw - Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808850,,,,,,62CHAFFEY
moata.62CHAFFEY.808851.Raw - LRDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808851,,,,,,62CHAFFEY
moata.62CHAFFEY.809079.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809079,,,,,,62CHAFFEY
moata.62CHAFFEY.809128.Final - Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:26:25 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,809128,,,,,,62CHAFFEY
moata.62CHAFFEY.809129.Final - Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809129,,,,,,62CHAFFEY
moata.62CHAFFEY.809365. Sewer Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,809365,,,,,,62CHAFFEY
moata.7 Quigley Street at WWH_RG18.215668.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215668,,,,,,7 Quigley Street at WWH_RG18
moata.72 Mana.167781.PDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,167781,,,,,,72 Mana
moata.72 Mana.167803.LRDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,167803,,,,,,72 Mana
moata.72 Mana.171183.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,171183,,,,,,72 Mana
moata.72 Mana.210775.UNIDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,210775,,,,,,72 Mana
moata.72 Mana.229350.Final Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,229350,,,,,,72 Mana
moata.75 Thorndon.33808.Ultrasonic,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33808,,,,,,75 Thorndon
moata.75 Thorndon.34853.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,34853,,,,,,75 Thorndon
moata.75 Thorndon.689374.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:26:31 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689374,,,,,,75 Thorndon
moata.75 Thorndon.689375.Sewer Overflow Discharge,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:26:35 pm,18/02/2024 10:55:00 am,13956,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689375,,,,,,75 Thorndon
moata.78 Constable St.34855.Ultrasonic,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,34855,,,,,,78 Constable St
moata.78 Constable St.34856.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,34856,,,,,,78 Constable St
moata.78 Constable St.56192.Depth Rec,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,56192,,,,,,78 Constable St
moata.78 Constable St.689490.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:26:41 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689490,,,,,,78 Constable St
moata.78 Constable St.689491.Sewer Overflow Discharge,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:26:43 pm,18/02/2024 10:55:00 am,13956,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689491,,,,,,78 Constable St
moata.7WHITEHOUSE.808895.Raw - Updepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808895,,,,,,7WHITEHOUSE
moata.7WHITEHOUSE.808896.Raw - Unidepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808896,,,,,,7WHITEHOUSE
moata.7WHITEHOUSE.808897.Raw - Sdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808897,,,,,,7WHITEHOUSE
moata.7WHITEHOUSE.808898.Raw - Peakvel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,808898,,,,,,7WHITEHOUSE
moata.7WHITEHOUSE.808899.Raw - Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808899,,,,,,7WHITEHOUSE
moata.7WHITEHOUSE.808900.Raw - LRDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808900,,,,,,7WHITEHOUSE
moata.7WHITEHOUSE.809071.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809071,,,,,,7WHITEHOUSE
moata.7WHITEHOUSE.809083.Prelim - Sewer Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,809083,,,,,,7WHITEHOUSE
moata.7WHITEHOUSE.809087.Prelim - Qcontinuity,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:26:50 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,809087,,,,,,7WHITEHOUSE
moata.7WHITEHOUSE.809111.Final - Sewer Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,809111,,,,,,7WHITEHOUSE
moata.7WHITEHOUSE.809112.Prelim - Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:26:57 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,809112,,,,,,7WHITEHOUSE
moata.7WHITEHOUSE.809113.Prelim - Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809113,,,,,,7WHITEHOUSE
moata.81DKENEPURU.808883.Raw - Unidepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808883,,,,,,81DKENEPURU
moata.81DKENEPURU.808884.Raw - Sdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808884,,,,,,81DKENEPURU
moata.81DKENEPURU.808885.Raw - Peakvel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,808885,,,,,,81DKENEPURU
moata.81DKENEPURU.808886.Raw - Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808886,,,,,,81DKENEPURU
moata.81DKENEPURU.808887.Raw - LRDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808887,,,,,,81DKENEPURU
moata.81DKENEPURU.809073.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809073,,,,,,81DKENEPURU
moata.81DKENEPURU.809116.Final - Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:27:03 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,809116,,,,,,81DKENEPURU
moata.81DKENEPURU.809117.Final - Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809117,,,,,,81DKENEPURU
moata.81KENEPURU.808889.Raw - Unidepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808889,,,,,,81KENEPURU
moata.81KENEPURU.808890.Raw - Sdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808890,,,,,,81KENEPURU
moata.81KENEPURU.808891.Raw - Peakvel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,808891,,,,,,81KENEPURU
moata.81KENEPURU.808892.Raw - Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808892,,,,,,81KENEPURU
moata.81KENEPURU.808893.Raw - LRDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808893,,,,,,81KENEPURU
moata.81KENEPURU.809072.Prelim - Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809072,,,,,,81KENEPURU
moata.81KENEPURU.809114.Final - Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:27:09 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,809114,,,,,,81KENEPURU
moata.81KENEPURU.809115.Final - Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809115,,,,,,81KENEPURU
moata.85DIMOCK.808871.Raw - Unidepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808871,,,,,,85DIMOCK
moata.85DIMOCK.808872.Raw - Sdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808872,,,,,,85DIMOCK
moata.85DIMOCK.808873.Raw - Peakvel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,808873,,,,,,85DIMOCK
moata.85DIMOCK.808874.Raw - Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808874,,,,,,85DIMOCK
moata.85DIMOCK.808875.Raw - LRDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808875,,,,,,85DIMOCK
moata.85DIMOCK.809075.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809075,,,,,,85DIMOCK
moata.85DIMOCK.809120.Final - Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:27:16 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,809120,,,,,,85DIMOCK
moata.85DIMOCK.809121.Final - Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809121,,,,,,85DIMOCK
moata.85DIMOCK.809363.Sewer Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,809363,,,,,,85DIMOCK
moata.86 Owhiro.33625.Ultrasonic,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33625,,,,,,86 Owhiro
moata.86 Owhiro.33637.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33637,,,,,,86 Owhiro
moata.86 Owhiro.689514.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:27:22 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689514,,,,,,86 Owhiro
moata.86 Owhiro.689515.Sewer Overflow Discharge,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:27:25 pm,18/02/2024 10:55:00 am,13956,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689515,,,,,,86 Owhiro
moata.90 Cashmere Avenue at WWH_RG14.215664.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215664,,,,,,90 Cashmere Avenue at WWH_RG14
moata.ACACIA.256036.VNOTCH PDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,256036,,,,,,ACACIA
moata.ACACIA.256037.VNOTCH SDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,256037,,,,,,ACACIA
moata.ACACIA.256038.VNOTCH Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,256038,,,,,,ACACIA
moata.ACACIA.256052.VNOTCH Depth Prelim,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,256052,,,,,,ACACIA
moata.ACACIA.256054.QCONTINUITY,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:27:31 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,256054,,,,,,ACACIA
moata.ACACIA.256055.VNOTCH Velocity Prelim,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,256055,,,,,,ACACIA
